CustomerID,CustomerName,Email,SignupDate,Revenue,Region,IsActive
1085,ALICE JOHNSON,ALICE@EMAIL.COM,"March 3, 2022",450.50,SOUTH,Y
1050,John Doe,,2022-01-15,"1,200",south,
1024,SARAH connor,johndoe@gmail.com,,450.50,south,Y
1057,ALICE JOHNSON,,01/02/2022,500,WEST,No
1062,John Doe,johndoe@gmail.com,"March 3, 2022",,SOUTH,Y
1061,SARAH connor,janesmith@work.org,,450.50,East,Y
1021,SARAH connor,,"March 3, 2022",500,east,No
1057,,,01/02/2022,-200,SOUTH,
1057,,,,,south,Yes
1085,ALICE JOHNSON,ALICE@EMAIL.COM,,,WEST,Yes
1048,,johndoe@gmail.com,,1000,south,Yes
1051,SARAH connor,,"March 3, 2022",,SOUTH,Y
1041,jane smith,johndoe@gmail.com,,-200,,N
1069,,ALICE@EMAIL.COM,2022-01-15,,SOUTH,Y
1014,,janesmith@work.org,"March 3, 2022",,SOUTH,N
1053,John Doe,ALICE@EMAIL.COM,"March 3, 2022","1,200",SOUTH,Yes
1059,jane smith,ALICE@EMAIL.COM,2022-01-15,450.50,SOUTH,Yes
1096,,,,"1,200",south,No
1007,bob lee,ALICE@EMAIL.COM,2022-01-15,450.50,,N
1052,SARAH connor,,01/02/2022,,SOUTH,
1059,jane smith,johndoe@gmail.com,"March 3, 2022",1000,south,N
1004,ALICE JOHNSON,johndoe@gmail.com,01/02/2022,1000,North,Y
1067,,janesmith@work.org,,,,No
1005,ALICE JOHNSON,ALICE@EMAIL.COM,01/02/2022,-200,south,No
1095,,sconnor@data.net,2022-01-15,1000,south,Y
1093,ALICE JOHNSON,sconnor@data.net,01/02/2022,1000,east,Y
1046,,sconnor@data.net,2022-01-15,450.50,east,Y
1098,ALICE JOHNSON,ALICE@EMAIL.COM,"March 3, 2022",-200,,No
1054,,ALICE@EMAIL.COM,2022-01-15,500,North,Y
1039,jane smith,johndoe@gmail.com,01/02/2022,,North,N
1051,bob lee,johndoe@gmail.com,,1000,WEST,Y
1015,,ALICE@EMAIL.COM,01/02/2022,450.50,south,
1012,John Doe,johndoe@gmail.com,01/02/2022,500,east,Yes
1029,bob lee,johndoe@gmail.com,,"1,200",WEST,Yes
1018,ALICE JOHNSON,,01/02/2022,"1,200",,N
1016,SARAH connor,johndoe@gmail.com,,1000,,Y
1062,SARAH connor,janesmith@work.org,01/02/2022,500,east,No
1018,SARAH connor,johndoe@gmail.com,"March 3, 2022",,North,N
1091,jane smith,sconnor@data.net,01/02/2022,,East,No
1057,John Doe,,01/02/2022,-200,North,N
1054,John Doe,,01/02/2022,-200,East,Y
1089,jane smith,,01/02/2022,450.50,,Y
1089,jane smith,johndoe@gmail.com,01/02/2022,,North,Y
1061,,janesmith@work.org,"March 3, 2022","1,200",North,
1022,bob lee,,2022-01-15,450.50,WEST,No
1008,bob lee,,,"1,200",south,N
1011,SARAH connor,janesmith@work.org,,-200,,
1000,ALICE JOHNSON,janesmith@work.org,,-200,North,
1057,,johndoe@gmail.com,01/02/2022,-200,east,N
1000,jane smith,ALICE@EMAIL.COM,2022-01-15,450.50,East,No
1033,ALICE JOHNSON,sconnor@data.net,2022-01-15,450.50,North,Yes
1095,jane smith,,01/02/2022,-200,,
1047,bob lee,,"March 3, 2022",450.50,East,
1088,,,01/02/2022,-200,east,Yes
1000,SARAH connor,,2022-01-15,500,SOUTH,N
1015,jane smith,johndoe@gmail.com,01/02/2022,,WEST,
1060,John Doe,janesmith@work.org,"March 3, 2022",500,North,Y
1063,,sconnor@data.net,01/02/2022,"1,200",east,Yes
1062,SARAH connor,sconnor@data.net,2022-01-15,-200,,Y
1068,John Doe,,,"1,200",East,N
1021,ALICE JOHNSON,janesmith@work.org,2022-01-15,,,N
1092,SARAH connor,ALICE@EMAIL.COM,01/02/2022,450.50,East,Y
1066,,ALICE@EMAIL.COM,"March 3, 2022",1000,SOUTH,N
